Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Income share held by lowest 10%,SI.DST.FRST.10,Latvia,LVA,2.5,2.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lebanon,LBN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lesotho,LSO,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Liberia,LBR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Libya,LBY,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Liechtenstein,LIE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lithuania,LTU,2.7,2.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Luxembourg,LUX,2.8,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Macao SAR, China",MAC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Madagascar,MDG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malawi,MWI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malaysia,MYS,..,2.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Maldives,MDV,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mali,MLI,..,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malta,MLT,3.1,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Marshall Islands,MHL,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mauritania,MRT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mauritius,MUS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mexico,MEX,2,..,2.1,..
Income share held by lowest 10%,SI.DST.FRST.10,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Moldova,MDA,..,4.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Monaco,MCO,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mongolia,MNG,..,..,3.4,..
Income share held by lowest 10%,SI.DST.FRST.10,Montenegro,MNE,2.1,2.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Morocco,MAR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mozambique,MOZ,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Myanmar,MMR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Namibia,NAM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nauru,NRU,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nepal,NPL,..,..,3.7,..
Income share held by lowest 10%,SI.DST.FRST.10,Netherlands,NLD,3.6,3.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,New Caledonia,NCL,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,New Zealand,NZL,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nicaragua,NIC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Niger,NER,..,3.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nigeria,NGA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,North Macedonia,MKD,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Northern Mariana Islands,MNP,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Norway,NOR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Oman,OMN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Pakistan,PAK,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Palau,PLW,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Panama,PAN,..,1.2,..,1.2
Income share held by lowest 10%,SI.DST.FRST.10,Papua New Guinea,PNG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Paraguay,PRY,2,2.1,1.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Peru,PER,1.7,2.1,2.1,..
Income share held by lowest 10%,SI.DST.FRST.10,Philippines,PHL,..,2.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Poland,POL,3.4,3.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Portugal,PRT,2.4,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Puerto Rico,PRI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Qatar,QAT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Romania,ROU,1.7,1.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Russian Federation,RUS,2.9,2.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Rwanda,RWA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Samoa,WSM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,San Marino,SMR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sao Tome and Principe,STP,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Saudi Arabia,SAU,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Senegal,SEN,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Serbia,SRB,2.3,2.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Seychelles,SYC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sierra Leone,SLE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Singapore,SGP,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sint Maarten (Dutch part),SXM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Slovak Republic,SVK,3.5,3.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Slovenia,SVN,4.2,4.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Solomon Islands,SLB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Somalia,SOM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Africa,ZAF,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Sudan,SSD,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Spain,ESP,1.9,2.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sri Lanka,LKA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Kitts and Nevis,KNA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Lucia,LCA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Martin (French part),MAF,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Vincent and the Grenadines,VCT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sudan,SDN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Suriname,SUR,..,..,2.2,..
Income share held by lowest 10%,SI.DST.FRST.10,Sweden,SWE,3,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Switzerland,CHE,3,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Syrian Arab Republic,SYR,..,..,3.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Tajikistan,TJK,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tanzania,TZA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Thailand,THA,3.2,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Timor-Leste,TLS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Togo,TGO,..,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tonga,TON,..,4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Trinidad and Tobago,TTO,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tunisia,TUN,..,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Turkiye,TUR,2,2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Turkmenistan,TKM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Turks and Caicos Islands,TCA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tuvalu,TUV,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Uganda,UGA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ukraine,UKR,4.3,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,United Arab Emirates,ARE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,United Kingdom,GBR,3.1,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,United States,USA,2,2.3,1.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Uruguay,URY,2.2,2.2,2.2,..
Income share held by lowest 10%,SI.DST.FRST.10,Uzbekistan,UZB,..,..,2.5,..
Income share held by lowest 10%,SI.DST.FRST.10,Vanuatu,VUT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Venezuela, RB",VEN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Viet Nam,VNM,2.5,..,2.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Virgin Islands (U.S.),VIR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,West Bank and Gaza,PSE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Yemen, Rep.",YEM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Zambia,ZMB,..,..,1.5,..
Income share held by lowest 10%,SI.DST.FRST.10,Zimbabwe,ZWE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Africa Eastern and Southern,AFE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Africa Western and Central,AFW,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Arab World,ARB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Caribbean small states,CSS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Central Europe and the Baltics,CEB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Early-demographic dividend,EAR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,East Asia & Pacific,EAS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Euro area,EMU,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Europe & Central Asia,ECS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,European Union,EUU,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Fragile and conflict affected situations,FCS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,High income,HIC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,IBRD only,IBD,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,IDA & IBRD total,IBT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,IDA blend,IDB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,IDA only,IDX,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,IDA total,IDA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Late-demographic dividend,LTE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Latin America & Caribbean,LCN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Least developed countries: UN classification,LDC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Low & middle income,LMY,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Low income,LIC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lower middle income,LMC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Middle East & North Africa,MEA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Middle income,MIC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,North America,NAC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Not classified,INX,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,OECD members,OED,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Other small states,OSS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Pacific island small states,PSS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Post-demographic dividend,PST,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Pre-demographic dividend,PRE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Small states,SST,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Asia,SAS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Asia (IDA & IBRD),TSA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sub-Saharan Africa,SSF,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Upper middle income,UMC,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,World,WLD,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Afghanistan,AFG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Albania,ALB,8.4,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Algeria,DZA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,American Samoa,ASM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Andorra,AND,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Angola,AGO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Antigua and Barbuda,ATG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Argentina,ARG,4.7,5,5.4,..
Income share held by lowest 20%,SI.DST.FRST.20,Armenia,ARM,10.2,9.4,9.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Aruba,ABW,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Australia,AUS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Austria,AUT,7.9,7.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Azerbaijan,AZE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Bahamas, The",BHS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bahrain,BHR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bangladesh,BGD,..,..,8.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Barbados,BRB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Belarus,BLR,10.3,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Belgium,BEL,9.4,9.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Belize,BLZ,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Benin,BEN,..,7.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bermuda,BMU,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bhutan,BTN,..,..,8.8,..
Income share held by lowest 20%,SI.DST.FRST.20,Bolivia,BOL,4.7,5.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bosnia and Herzegovina,BIH,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Botswana,BWA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Brazil,BRA,4.5,3.3,3.6,..
Income share held by lowest 20%,SI.DST.FRST.20,British Virgin Islands,VGB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Brunei Darussalam,BRN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Bulgaria,BGR,6.1,6.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Burkina Faso,BFA,..,7.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Burundi,BDI,7.1,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cabo Verde,CPV,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cambodia,KHM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cameroon,CMR,..,5.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Canada,CAN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cayman Islands,CYM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Central African Republic,CAF,..,5.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Chad,TCD,..,..,6.9,..
Income share held by lowest 20%,SI.DST.FRST.20,Channel Islands,CHI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Chile,CHL,4.9,..,5.9,..
Income share held by lowest 20%,SI.DST.FRST.20,China,CHN,7.2,7.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Colombia,COL,3.1,3.1,3.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Comoros,COM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Congo, Dem. Rep.",COD,5.5,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Congo, Rep.",COG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Costa Rica,CRI,4,4.3,4.5,4.5
Income share held by lowest 20%,SI.DST.FRST.20,Cote d'Ivoire,CIV,..,7.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Croatia,HRV,7.9,8.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cuba,CUB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Curacao,CUW,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Cyprus,CYP,8.5,8.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Czechia,CZE,9.8,9.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Denmark,DNK,9.4,9.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Djibouti,DJI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Dominica,DMA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Dominican Republic,DOM,6.2,6.6,6.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Ecuador,ECU,4.1,4.6,4.7,4.7
Income share held by lowest 20%,SI.DST.FRST.20,"Egypt, Arab Rep.",EGY,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,El Salvador,SLV,..,5.6,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Equatorial Guinea,GNQ,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Eritrea,ERI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Estonia,EST,8.1,8.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Eswatini,SWZ,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ethiopia,ETH,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Faroe Islands,FRO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Fiji,FJI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Finland,FIN,9.5,9.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,France,FRA,8,7.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,French Polynesia,PYF,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Gabon,GAB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Gambia, The",GMB,6.6,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Georgia,GEO,7,7,7,..
Income share held by lowest 20%,SI.DST.FRST.20,Germany,DEU,7.8,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ghana,GHA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Gibraltar,GIB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Greece,GRC,6.7,7.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Greenland,GRL,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Grenada,GRD,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Guam,GUM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Guatemala,GTM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Guinea,GIN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Guinea-Bissau,GNB,..,7.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Guyana,GUY,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Haiti,HTI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Honduras,HND,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Hong Kong SAR, China",HKG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Hungary,HUN,8.1,9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Iceland,ISL,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,India,IND,7.7,8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Indonesia,IDN,7.6,7.6,7.8,7.9
Income share held by lowest 20%,SI.DST.FRST.20,"Iran, Islamic Rep.",IRN,7,7,7.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Iraq,IRQ,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ireland,IRL,9,8.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Isle of Man,IMN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Israel,ISR,5.5,5.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Italy,ITA,6.3,6.5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Jamaica,JAM,..,5.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Japan,JPN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Jordan,JOR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kazakhstan,KAZ,9.8,9.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kenya,KEN,7.3,7.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kiribati,KIR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Korea, Rep.",KOR,7.6,7.5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kosovo,XKX,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kuwait,KWT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kyrgyz Republic,KGZ,9.4,9.5,10,..
Income share held by lowest 20%,SI.DST.FRST.20,Lao PDR,LAO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latvia,LVA,6.9,7.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lebanon,LBN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lesotho,LSO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Liberia,LBR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Libya,LBY,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Liechtenstein,LIE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lithuania,LTU,7.2,7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Luxembourg,LUX,7.1,7.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Macao SAR, China",MAC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Madagascar,MDG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malawi,MWI,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malaysia,MYS,..,5.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Maldives,MDV,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mali,MLI,..,7.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malta,MLT,8,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Marshall Islands,MHL,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mauritania,MRT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mauritius,MUS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mexico,MEX,5.3,..,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Moldova,MDA,..,10.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Monaco,MCO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mongolia,MNG,..,..,8.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Montenegro,MNE,6.1,6.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Morocco,MAR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mozambique,MOZ,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Myanmar,MMR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Namibia,NAM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nauru,NRU,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nepal,NPL,..,..,8.7,..
Income share held by lowest 20%,SI.DST.FRST.20,Netherlands,NLD,9.2,9.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,New Caledonia,NCL,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,New Zealand,NZL,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nicaragua,NIC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Niger,NER,..,8.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nigeria,NGA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,North Macedonia,MKD,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Northern Mariana Islands,MNP,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Norway,NOR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Oman,OMN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Pakistan,PAK,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Palau,PLW,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Panama,PAN,..,3.7,..,3.7
Income share held by lowest 20%,SI.DST.FRST.20,Papua New Guinea,PNG,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Paraguay,PRY,5.3,5.5,5,..
Income share held by lowest 20%,SI.DST.FRST.20,Peru,PER,4.8,5.8,5.7,..
Income share held by lowest 20%,SI.DST.FRST.20,Philippines,PHL,..,6.5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Poland,POL,8.6,8.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Portugal,PRT,6.9,7.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Puerto Rico,PRI,..,..,..,..
